Date,Temperature
2000-01-31,20.496714153011233
2000-02-29,20.028209531229436
2000-03-31,20.979480803487522
2000-04-30,22.017837774917073
2000-05-31,20.42023601886897
2000-06-30,20.57529217017307
2000-07-31,22.538063892715797
2000-08-31,21.86905292092685
2000-09-30,20.76726522020452
2000-10-31,21.905837563632634
2000-11-30,21.01693601357961
2000-12-31,21.121425852927626
2001-01-31,21.924904241181828
2001-02-28,19.853767752865608
2001-03-31,20.11397212599448
2001-04-30,21.3356817094702
2001-05-31,20.9310446823922
2001-06-30,22.290538372011184
2001-07-31,21.0869658976869
2001-08-31,20.58753912419046
2001-09-30,23.456464684425082
2001-10-31,21.742195593261336
2001-11-30,21.998997512202923
2001-12-31,20.45681331411187
2002-01-31,21.27421212912618
2002-02-28,21.853928972592396
2002-03-31,20.50432712682962
2002-04-30,21.931844412121517
2002-05-31,20.845533073557842
2002-06-30,21.034466334410396
2002-07-31,20.595237675978517
2002-08-31,22.911699372745833
2002-09-30,20.90104802853369
2002-10-31,19.705611055148765
2002-11-30,21.429345846838903
2002-12-31,19.225224778048073
2003-01-31,20.491103611124487
2003-02-28,18.156782614225452
2003-03-31,18.62167117951123
2003-04-30,19.98047096680891
2003-05-31,20.35733065424444
2003-06-30,19.628131944665117
2003-07-31,19.18278526223252
2003-08-31,18.84386890066488
2003-09-30,17.518923912455886
2003-10-31,18.137033154120605
2003-11-30,18.26360381000651
2003-12-31,19.657584326360976
2004-01-31,18.830013298952604
2004-02-29,16.61979282760056
2004-03-31,18.614578754917115
2004-04-30,17.824939003126516
2004-05-31,17.46504899715252
2004-06-30,18.698492514125718
2004-07-31,19.075939287165756
2004-08-31,18.94791237523066
2004-09-30,17.162872642581505
2004-10-31,17.69220204619803
2004-11-30,18.345873146203257
2004-12-31,19.017129590217067
2005-01-31,17.602977212828435
2005-02-28,17.95037014867329
2005-03-31,17.096508579032513
2005-04-30,17.085924389066147
2005-05-31,19.185867039259037
2005-06-30,19.832081155039464
2005-07-31,18.516909227278884
2005-08-31,19.715323970826162
2005-09-30,19.205239541559017
2005-10-31,18.33832209039636
2005-11-30,19.49173112625826
2005-12-31,20.82130160544807
2006-01-31,19.405342964492196
2006-02-28,21.167595149547882
2006-03-31,17.147744565789797
2006-04-30,20.75554407128011
2006-05-31,20.187301088002517
2006-06-30,19.96716331649252
2006-07-31,20.522000752711133
2006-08-31,18.60375432181743
2006-09-30,20.528630573304927
2006-10-31,21.25720071907298
2006-11-30,22.523520883000874
2006-12-31,20.665638214363078
2007-01-31,20.50547959454439
2007-02-28,20.933161384124183
2007-03-31,22.461306829659037
2007-04-30,21.974912867682697
2007-05-31,21.205233535470573
2007-06-30,22.32505155686887
2007-07-31,21.973077502897517
2007-08-31,22.895840533899214
2007-09-30,21.262962480095393
2007-10-31,21.661535411624584
2007-11-30,21.607465509696286
2007-12-31,20.532556925066498
2008-01-31,22.274836770311342
2008-02-29,22.208683248893426
2008-03-31,21.908135547808463
2008-04-30,21.610621287103534
2008-05-31,20.359217474138976
2008-06-30,21.271006289877036
2008-07-31,21.254259708720213
2008-08-31,20.688935886239314
2008-09-30,21.21381671856011
2008-10-31,21.653498764322922
2008-11-30,23.00130758450999
2008-12-31,21.147633851730614
2009-01-31,21.081787361206278
2009-02-28,20.59525143010836
2009-03-31,18.591738520693994
2009-04-30,20.32126509531165
2009-05-31,20.242864681050524
2009-06-30,22.47946452280226
2009-07-31,19.657336794295258
2009-08-31,19.98576361184018
2009-09-30,19.486214684034124
2009-10-31,18.19228357513592
2009-11-30,20.3482547853071
2009-12-31,19.80735000260001
2010-01-31,19.70298972526431
2010-02-28,17.866662608911284
2010-03-31,20.05143139482044
2010-04-30,17.128752076398126
2010-05-31,19.00962452935382
2010-06-30,20.51633402456958
2010-07-31,17.250072154925974
2010-08-31,17.601251759453806
2010-09-30,18.206859851411426
2010-10-31,17.556528610042445
2010-11-30,16.475601008934117
2010-12-31,18.074786157427667
2011-01-31,16.937715873172486
2011-02-28,18.48128913906706
2011-03-31,17.109777030489198
2011-04-30,19.614318409995015
2011-05-31,17.329747453632795
2011-06-30,17.852652550569655
2011-07-31,19.06261286799281
2011-08-31,17.104764941155516
2011-09-30,18.66117424213095
2011-10-31,19.849812802628087
2011-11-30,17.05425704616308
2011-12-31,18.97473246498713
2012-01-31,19.186736958247554
2012-02-29,19.852880683225404
2012-03-31,17.98475800309322
2012-04-30,18.05730467695347
2012-05-31,20.060074033814562
2012-06-30,19.998693877293647
2012-07-31,20.117849055643475
2012-08-31,20.380372020552645
2012-09-30,19.520231249514655
2012-10-31,20.59745196642327
2012-11-30,20.82067840894822
2012-12-31,19.972000373740926
2013-01-31,22.706108584798038
2013-02-28,21.462316999494327
2013-03-31,19.938470085117583
2013-04-30,21.919775584070305
2013-05-31,20.41322139892679
2013-06-30,22.290036127236373
2013-07-31,22.766164432110646
2013-08-31,20.880346650733244
2013-09-30,22.74605934760848
2013-10-31,22.264745812553752
2013-11-30,22.730453286512507
2013-12-31,23.84836928765632
2014-01-31,21.735826595386868
2014-02-28,21.243366478138597
2014-03-31,21.109615399676233
2014-04-30,21.17147191730009
2014-05-31,21.8845402795591
2014-06-30,22.26353911825978
2014-07-31,22.146480910379385
2014-08-31,22.63139918667057
2014-09-30,21.739121627813944
2014-10-31,23.089577604066708
2014-11-30,21.26995564463369
2014-12-31,24.142699730163137
2015-01-31,21.926243028079238
2015-02-28,20.31243669059316
2015-03-31,19.959602832621695
2015-04-30,21.366716752396265
2015-05-31,20.50839352538001
2015-06-30,21.288389383345358
2015-07-31,20.88617258844914
2015-08-31,20.175786181034155
2015-09-30,19.23577601062893
2015-10-31,18.401104069876453
2015-11-30,19.303401242231107
2015-12-31,20.442015576654452
2016-01-31,19.63828711080007
2016-02-29,18.02102751597055
2016-03-31,19.287609103257964
2016-04-30,19.353553686092617
2016-05-31,17.94534787930272
2016-06-30,18.85202524515955
2016-07-31,18.634638033707756
2016-08-31,17.32146838132461
2016-09-30,18.720892854032392
2016-10-31,18.833917580752424
2016-11-30,19.278197051541625
