Date,Temperature,Rainfall,Humidity
2000-01-31,25.248357076505616,95.85502494538964,61.5139772332907
2000-02-29,25.180578598015337,100.51701745288345,59.15400351811303
2000-03-31,25.821532667130594,110.28036196153936,63.72590514816193
2000-04-30,26.50372680596758,112.64036209925139,65.6664777842233
2000-05-31,25.86450740302679,112.262888091574,64.72105322953391
2000-06-30,26.097075212208786,115.39017398046465,68.54784701115815
2000-07-31,27.227883023566303,123.21774417510005,64.0988463357432
2000-08-31,27.036144652237365,115.43104264089595,63.95286746575407
2000-09-30,26.620372216241737,122.17424493311646,63.61612041118667
2000-10-31,27.316196301862984,118.93893646991162,70.8253577192532
2000-11-30,26.98882171318188,118.81975313889919,69.72344116078709
2000-12-31,27.147868532961695,124.80857733508594,68.80090425879344
2001-01-31,27.645394090206704,122.31303028145379,69.8803281123119
2001-02-28,26.69393187395621,120.62075522252239,67.38460375957519
2001-03-31,26.895876021504748,120.98911167053814,74.74600125911826
2001-04-30,27.56581009344627,112.07446209024293,70.233392229991
2001-05-31,27.409398143922726,112.55521738919106,70.21452561962484
2001-06-30,28.121560225421504,104.51667556438984,71.36818135232207
2001-07-31,27.538472922051557,104.44323192363956,70.70049477225538
2001-08-31,27.29361238762098,98.8478570122582,69.91076892543241
2001-09-30,28.71904825771607,96.67362056745388,67.5120253573662
2001-10-31,27.83906969037854,95.96012057339217,69.57503038076074
2001-11-30,27.93096806361646,85.88335561206574,71.84901303114597
2001-12-31,27.10996815738126,97.70436218809026,70.14789221407716
2002-01-31,27.45570091821445,79.83386318634292,69.9410050587903
2002-02-28,27.66997086917873,76.83400479128454,64.9622900881772
2002-03-31,26.907484267666728,87.2102643420851,63.175804077697485
2002-04-30,27.5220685998366,84.40771111651274,64.02222496213899
2002-05-31,26.86893830025557,83.14150074330222,63.461331326136445
2002-06-30,26.84339325140887,83.28782469431835,64.58087632908172
2002-07-31,26.49456312619717,80.76028064250266,58.026270821169035
2002-08-31,27.515270874609815,77.54216367295625,63.47490726325413
2002-09-30,26.36506926753847,84.11243495961703,59.10024276856622
2002-10-31,25.616127511679046,82.5033849310316,57.56878091867268
2002-11-30,26.321473858155162,93.31163383220257,55.420380229211354
2002-12-31,25.058680817043133,90.56806829998776,53.18245437937227
2003-01-31,25.52779182168198,90.28420405205893,57.2211367349753
2003-02-28,24.194844045217952,96.06796749053044,54.84827452529188
2003-03-31,24.26069281816528,103.06719746902158,51.30149929109071
2003-04-30,24.773845214344234,101.48377699773643,50.53218086403303
2003-05-31,24.79752940137125,103.37192263359223,51.760405648340466
2003-06-30,24.270829635807708,111.67470444005315,55.15527193993468
2003-07-31,23.88982617573702,114.36456482991939,50.76505957313691
2003-08-31,23.56690704658661,112.92433124271402,47.832054726269234
2003-09-30,22.756907859051253,114.99474586428451,49.99249313293296
2003-10-31,22.925393939575613,119.92024922228296,49.679251683853686
2003-11-30,22.856044485969548,112.40973403224085,44.66931667778221
2003-12-31,23.42925426332255,112.95841775640164,49.89217769132337
2004-01-31,22.901401658860447,116.19494382620545,49.57648485122424
2004-02-29,21.692729396763575,117.96298515310079,51.567886603383506
2004-03-31,22.597784162980876,119.3004199898839,54.1086694432593
